Species,ID,Liz Temperature,region,,reflectance,abs,year,notes
Chondrodactylus bibroni,11,25C,dorsal,dorsal,0.10,0.9,2017,
Chondrodactylus bibroni,11,25C,dorsal,dorsal,0.10,0.9,2017,
Chondrodactylus bibroni,11,25C,dorsal,dorsal,0.10,0.9,2017,
Chondrodactylus bibroni,12,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,12,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,12,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,15,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,15,25C,dorsal,dorsal,0.12,0.88,2017,
Chondrodactylus bibroni,15,25C,dorsal,dorsal,0.12,0.88,2017,
Chondrodactylus bibroni,14,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,14,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,14,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,13,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,13,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,13,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,16,25C,dorsal,dorsal,1,0,2017,
Chondrodactylus bibroni,16,25C,dorsal,dorsal,0.12,0.88,2017,
Chondrodactylus bibroni,16,25C,dorsal,dorsal,0.12,0.88,2017,
Chondrodactylus bibroni,2,25C,dorsal,dorsal,0.12,0.88,2017,
Chondrodactylus bibroni,2,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,2,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,G04,25C,dorsal,dorsal,0.11,0.89,2017,
Chondrodactylus bibroni,G04,25C,dorsal,dorsal,0.12,0.88,2017,
Chondrodactylus bibroni,G04,25C,dorsal,dorsal,0.12,0.88,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,NA,#VALUE!,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.03,0.97,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.03,0.97,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5300,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.03,0.97,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5100,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.02,0.98,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.02,0.98,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.02,0.98,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5200,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.03,0.97,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.03,0.97,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.03,0.97,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.03,0.97,2017,
Meroles suborbitalis,5400,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.07,0.93,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.08,0.92,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.08,0.92,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.07,0.93,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.07,0.93,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.08,0.92,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5101,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,discarded a few readings because lost track which measurement taken
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.03,0.97,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.04,0.96,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.05,0.95,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Meroles suborbitalis,5500,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.23,0.77,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.19,0.81,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.2,0.8,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.14,0.86,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,001/3-4,25C,dorsal,dorsal,0.14,0.86,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,13,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,22,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,22,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,22,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,22,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,22,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,22,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,22,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,22,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,11,25C,dorsal,dorsal,0.14,0.86,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,21,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,21,25C,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,21,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,21,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,21,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,21,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,21,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,21,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.15,0.85,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.15,0.85,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,1001,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,24,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,25,25C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,12,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,33,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,32,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,44,field fresh,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,45,field fresh,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,43,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,41,25C,dorsal,dorsal,0.08,0.92,2017,
